Metric,Value
il1.accesses,45177504
il1.hits,44076738
il1.misses,1100766
il1.replacements,1099742
il1.writebacks,0
il1.invalidations,0
il1.miss_rate,0.0244
dl1.accesses,16878401
dl1.hits,16729995
dl1.misses,148406
dl1.replacements,147382
dl1.writebacks,63857
dl1.invalidations,0
dl1.miss_rate,0.0088
mem.ptab_misses,713
mem.ptab_accesses,227864722
mem.ptab_miss_rate,0.0000
