Metric,Value
il1.accesses,45079256
il1.hits,42755576
il1.misses,2323680
il1.replacements,2323424
il1.writebacks,0
il1.invalidations,0
il1.miss_rate,0.0515
dl1.accesses,16855653
dl1.hits,16333803
dl1.misses,521850
dl1.replacements,521594
dl1.writebacks,166266
dl1.invalidations,0
dl1.miss_rate,0.0310
mem.ptab_misses,703
mem.ptab_accesses,227424424
mem.ptab_miss_rate,0.0000
