Metric,Value
il1.accesses,65133764
il1.hits,60384359
il1.misses,4749405
il1.replacements,4748893
il1.writebacks,0
il1.invalidations,0
il1.miss_rate,0.0729
dl1.accesses,44592168
dl1.hits,42545562
dl1.misses,2046606
dl1.replacements,2046094
dl1.writebacks,746188
dl1.invalidations,0
dl1.miss_rate,0.0459
mem.ptab_misses,13005
mem.ptab_accesses,355914672
mem.ptab_miss_rate,0.0000
